make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,url
Renault,Arkana,2022,SUV,66 290 km,5,5,Gri,Hibrid,1 598 cm3,145 CP,Automata,Fata,Euro 6,"17 889,85",https://www.autovit.ro/autoturisme/anunt/renault-arkana-ver-e-tech-145-evolution-ID7HEyYD.html
BMW,X3,2021,SUV,155 000 km,5,5,Gri,Diesel,1 995 cm3,150 CP,Automata,Spate,Euro 6,28 677,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ID7HELYN.html
Peugeot,308,2022,Combi,78 000 km,5,5,Albastru,Diesel,1 499 cm3,130 CP,Automata,Fata,Euro 6,17 787,https://www.autovit.ro/autoturisme/anunt/peugeot-308-ver-1-5l-bluehdi-130-s-s-eat8-allure-ID7HDzZe.html
Lexus,Seria NX,2024,SUV,33 414 km,5,5,Portocaliu,Hibrid,2 487 cm3,190 CP,Automata,4x4 (manual),Euro 6,"45 989,68",https://www.autovit.ro/autoturisme/anunt/lexus-serianx-ID7HE9jD.html
Land Rover,Range Rover,2021,SUV,62 666 km,5,4,Negru,Hibrid Plug-In,1 997 cm3,404 CP,Automata,4x4 (automat),Euro 6d,64 735,https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-ver-2-0-l4-phev-lwb-autobiography-ID7HAvI6.html
Ford,Kuga,2019,SUV,208 000 km,5,5,Alb,Benzina,1 498 cm3,176 CP,Automata,4x4 (manual),Euro 6,"11 499,84",https://www.autovit.ro/autoturisme/anunt/ford-kuga-ver-1-5-ecoboost-4x4-aut-st-line-ID7Hy3bT.html
Audi,Q5,2021,SUV,75 050 km,5,5,Negru,Diesel,1 968 cm3,204 CP,Automata,4x4 (manual),Euro 6,"33 999,79",https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-40-tdi-quattro-s-tronic-ID7Hxd6F.html
Opel,Grandland X,2020,SUV,205 000 km,5,5,Alb,Benzina,1 199 cm3,130 CP,Automata,Fata,Euro 6,"10 990,43",https://www.autovit.ro/autoturisme/anunt/opel-grandland-x-ver-1-2-start-stop-automatik-innovation-ID7Htb8n.html
Audi,A6,2023,Sedan,35 076 km,4,5,Negru,Diesel,1 968 cm3,204 CP,Automata,4x4 (automat),Euro 6,45 990,https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-40-tdi-quattro-s-tronic-mhev-advanced-ID7HxEs3.html
BMW,X3,2019,SUV,94 000 km,5,5,Argint,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,31 097,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ID7HFS1I.html
Mercedes-Benz,CLA,2019,Coupe,92 000 km,4,5,Gri,Benzina,1 332 cm3,163 CP,Automata,Fata,Euro 6d,"30 842,90",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cla-ver-200-7g-dct-progressive-ID7HEF3o.html
Dacia,Logan,2020,Sedan,101 000 km,5,5,Alb,Benzina,998 cm3,73 CP,Manuala,Fata,Euro 6,6 990,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ID7HIRXZ.html
BMW,X5 M,2020,SUV,154 150 km,5,5,Negru,Diesel,2 993 cm3,400 CP,Automata,4x4 (automat),Euro 6,"48 969,91",https://www.autovit.ro/autoturisme/anunt/bmw-bmw-x5m-ver-m50d-ID7HHXdq.html
Volvo,XC 60,2021,SUV,122 610 km,5,5,Albastru,Benzina,1 969 cm3,254 CP,Automata,4x4 (automat),Euro 6c,"30 998,99",https://www.autovit.ro/autoturisme/anunt/volvo-xc-60-ID7HI8L6.html
Volkswagen,Passat,2019,Combi,268 000 km,5,5,Argint,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,10 527,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7HHanw.html
Toyota,RAV4,2023,SUV,50 056 km,5,5,Gri,Benzina,1 987 cm3,175 CP,Automata,4x4 (automat),Euro 6,"28 990,39",https://www.autovit.ro/autoturisme/anunt/toyota-rav-4-ver-2-0p-cvt-awd-dynamic-ID7HFYH8.html
Hyundai,Tucson,2020,SUV,225 000 km,5,5,Rosu,Diesel,1 995 cm3,185 CP,Automata,4x4 (manual),Euro 6,"17 000,50",https://www.autovit.ro/autoturisme/anunt/hyundai-tucson-ver-blue-2-0-crdi-4wd-aut-n-line-ID7HHori.html
Dacia,Duster,2020,SUV,121 336 km,5,5,Alb,Diesel,1 461 cm3,115 CP,Manuala,4x4 (automat),Euro 6,14 590,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-1-5-blue-dci-4wd-comfort-ID7HHe3A.html
Audi,Q5,2022,SUV,111 152 km,5,5,Albastru,Hibrid Plug-In,1 984 cm3,367 CP,Automata,4x4 (automat),Euro 6,"34 989,57",https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-55-tfsie-sportback-quattro-s-tronic-s-line-ID7HHdBe.html
BMW,Seria 5,2021,Sedan,131 050 km,4,5,Negru,Hibrid Plug-In,2 998 cm3,394 CP,Automata,4x4 (automat),Euro 6,"35 990,24",https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-545e-xdrive-at-phev-ID7HGWu3.html
BMW,Seria 4,2016,Sedan,211 000 km,5,5,Negru,Diesel,1 995 cm3,190 CP,Manuala,Spate,Euro 6,14 090,https://www.autovit.ro/autoturisme/anunt/bmw-seria-4-ID7HFNB1.html
Volvo,XC 60,2019,SUV,136 450 km,5,5,Albastru,Diesel,1 969 cm3,197 CP,Automata,4x4 (automat),Euro 6,"25 999,27",https://www.autovit.ro/autoturisme/anunt/volvo-xc-60-ver-b4-d-awd-geartronic-momentum-pro-ID7HGuQy.html
Audi,A4,2019,Combi,153 000 km,5,5,Negru,Diesel,1 968 cm3,190 CP,Automata,4x4 (automat),Euro 6,18 392,https://www.autovit.ro/autoturisme/anunt/audi-a4-ver-avant-2-0-tdi-s-tronic-quattro-ID7HG6qy.html
BMW,Seria 8,2022,Sedan,134 246 km,4,4,Negru,Diesel,2 993 cm3,340 CP,Automata,4x4 (manual),Euro 6,50 000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-8-ver-840d-xdrive-gran-coupe-ID7HG4ld.html
Mercedes-Benz,GLB,2020,SUV,133 000 km,5,5,Alb,Diesel,1 950 cm3,150 CP,Automata,Fata,Euro 6,28 677,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glb-ver-200-d-8g-dct-ID7HFYDu.html
DS Automobiles,DS 7 Crossback,2020,SUV,112 000 km,5,5,Negru,Hibrid Plug-In,1 598 cm3,300 CP,Automata,4x4 (automat),Euro 6,22 506,https://www.autovit.ro/autoturisme/anunt/ds-automobiles-dsa-ds7-crossback-ver-ds7-1-6-phev-awd-300-eat8-performance-line-plus-ID7HFYCF.html
BMW,X1,2024,SUV,2 660 km,5,5,Verde,Hibrid Plug-In,1 499 cm3,245 CP,Automata,4x4 (automat),Euro 6b,"38 998,30",https://www.autovit.ro/autoturisme/anunt/bmw-x1-ver-xdrive25e-at-phev-ID7HFZ74.html
Toyota,RAV4,2023,SUV,71 235 km,5,5,Gri,Benzina,1 987 cm3,175 CP,Automata,Fata,Euro 6,"26 990,26",https://www.autovit.ro/autoturisme/anunt/toyota-rav-4-ID7HFRUV.html
Peugeot,2008,2022,SUV,118 000 km,5,5,Albastru,Benzina,1 199 cm3,130 CP,Automata,Fata,Euro 6,"14 956,81",https://www.autovit.ro/autoturisme/anunt/peugeot-2008-ver-1-2-l-puretech-stt-eat8-allure-ID7HFLvW.html
Skoda,Octavia,2022,Combi,141 100 km,5,5,Alb,Diesel,1 968 cm3,115 CP,Automata,Fata,Euro 6,"16 998,08",https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-2-0-tdi-dsg-ambition-ID7HEN0a.html
BMW,X3,2021,SUV,156 000 km,5,5,Negru,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,31 218,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20d-at-mhev-ID7HELZp.html
Audi,A4,2021,Combi,215 000 km,4,5,Gri,Diesel,1 968 cm3,204 CP,Automata,Fata,Euro 6,"18 399,26",https://www.autovit.ro/autoturisme/anunt/audi-a4-ver-40-tdi-s-tronic-s-line-ID7HEBWN.html
Audi,Q5,2017,SUV,216 000 km,5,5,Albastru,Diesel,1 968 cm3,163 CP,Automata,4x4 (automat),Euro 6,"22 450,34",https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-2-0-tdi-quattro-s-tronic-sport-ID7HDwav.html
Toyota,RAV4,2020,SUV,117 799 km,5,5,Albastru,Hibrid,2 487 cm3,178 CP,Automata,Fata,Euro 6,"24 990,13",https://www.autovit.ro/autoturisme/anunt/toyota-rav-4-ID7HEm3O.html
Skoda,Superb,2020,Combi,177 421 km,5,5,Negru,Diesel,1 968 cm3,190 CP,Automata,4x4 (automat),Euro 6,24 500,https://www.autovit.ro/autoturisme/anunt/skoda-superb-ver-combi-2-0-tdi-dsg-4x4-laurin-klement-ID7HAA19.html
Volkswagen,Tiguan,2022,SUV,152 623 km,5,5,Negru,Diesel,1 968 cm3,200 CP,Automata,4x4 (automat),Euro 6,"30 400,04",https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-allspace-2-0-tdi-4mot-dsg-elegance-ID7HBPNc.html
Volkswagen,Passat,2020,Combi,242 400 km,4,5,Gri,Diesel,1 598 cm3,120 CP,Automata,Fata,Euro 6,"13 750,44",https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-1-6-tdi-dsg-comfortline-ID7HAygX.html
Seat,Arona,2021,SUV,102 000 km,5,5,Rosu,Benzina,999 cm3,95 CP,Manuala,Fata,Euro 6,"10 700,03",https://www.autovit.ro/autoturisme/anunt/seat-arona-ver-1-0-tsi-opf-xcellence-ID7HzTcQ.html
Audi,A3,2022,Compacta,187 000 km,5,5,Rosu,Benzina,999 cm3,110 CP,Manuala,Fata,Euro 6,"15 990,15",https://www.autovit.ro/autoturisme/anunt/audi-a3-ver-30-tfsi-sportback-ID7HA1Si.html
Renault,Trafic,2021,Monovolum,118 364 km,4,9,Alb,Diesel,1 997 cm3,110 CP,Manuala,Fata,Euro 6d-Temp,22 499,https://www.autovit.ro/autoturisme/anunt/renault-trafic-ver-combi-2-0-blue-dci-110-s-s-l1-8plus1-life-ID7HyIuI.html
Peugeot,308,2022,Compacta,141 000 km,5,5,Verde,Benzina,1 199 cm3,130 CP,Automata,Fata,Euro 6,"15 800,18",https://www.autovit.ro/autoturisme/anunt/peugeot-308-ver-1-2l-puretech-s-s-eat8-allure-pack-ID7Hywmq.html
Porsche,Cayenne,2019,SUV,230 403 km,5,5,Negru,Benzina,3 996 cm3,550 CP,Automata,4x4 (automat),Euro 6,44 990,https://www.autovit.ro/autoturisme/anunt/porsche-cayenne-ID7Hx0CR.html
Volvo,XC 60,2021,SUV,123 900 km,5,5,Alb,Hibrid Plug-In,1 969 cm3,341 CP,Automata,4x4 (automat),Euro 6,28 193,https://www.autovit.ro/autoturisme/anunt/volvo-xc-60-ver-t6-awd-recharge-geartronic-inscription-expression-ID7Hy1VX.html
BMW,X4,2023,SUV,46 000 km,5,5,Negru,Benzina,1 998 cm3,184 CP,Automata,4x4 (manual),Euro 6,"49 899,19",https://www.autovit.ro/autoturisme/anunt/bmw-x4-ver-xdrive20i-aut-m-sport-ID7HvYOF.html
Audi,A6,2024,Sedan,27 694 km,4,5,Negru,Benzina,1 984 cm3,265 CP,Automata,4x4 (automat),Euro 6,52 900,https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-45-tfsi-quattro-s-tronic-s-line-ID7HtaU2.html
BMW,X6,2022,SUV,58 000 km,5,5,Negru,Diesel,2 993 cm3,286 CP,Automata,4x4 (automat),Euro 6,"72 399,14",https://www.autovit.ro/autoturisme/anunt/bmw-x6-ver-xdrive30d-at-mhev-ID7HtPNK.html
Nissan,Qashqai,2022,SUV,12 km,5,5,Negru,Hibrid,1 477 cm3,156 CP,Automata,Fata,Euro 6d-Temp,28 499,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-ID7Hodnr.html
Citroën,C4 Aircross,2013,SUV,210 000 km,5,5,Alb,Diesel,1 560 cm3,114 CP,Manuala,Fata,Euro 6,7 400,https://www.autovit.ro/autoturisme/anunt/citroen-c4-aircross-ver-e-hdi-115-stop-start-2wd-attraction-ID7HIRZ2.html
Hyundai,Santa Fe,2014,SUV,181 763 km,5,5,Maro,Diesel,2 199 cm3,197 CP,Manuala,4x4 (manual),Euro 5,12 850,https://www.autovit.ro/autoturisme/anunt/hyundai-santa-fe-ver-2-2-dsl-4wd-premium-ID7HI0Zc.html
BMW,X5,2021,SUV,93 000 km,5,7,Negru,Diesel,2 993 cm3,286 CP,Automata,4x4 (automat),Euro 6,48 990,https://www.autovit.ro/autoturisme/anunt/bmw-x5-ID7HHXLP.html
Nissan,X-Trail,2015,SUV,228 000 km,5,5,Alte culori,Diesel,1 598 cm3,130 CP,Manuala,4x4 (manual),Euro 5,10 990,https://www.autovit.ro/autoturisme/anunt/nissan-x-trail-ver-1-6-dci-all-mode-4x4i-acenta-ID7HEL9T.html
Opel,Grandland X,2020,SUV,145 800 km,5,5,Negru,Diesel,1 499 cm3,130 CP,Automata,Fata,Euro 6,"14 499,43",https://www.autovit.ro/autoturisme/anunt/opel-grandland-x-ver-1-5-d-start-stop-automatik-business-edition-ID7Hv8zQ.html
Nissan,Qashqai+2,2010,SUV,238 000 km,5,7,Negru,Benzina,1 997 cm3,140 CP,Manuala,Fata,Euro 4,6 499,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-2-ver-plus2-2-0-2wd-acenta-ID7HtbEY.html
Renault,Megane,2013,Combi,285 300 km,5,5,Alb,Diesel,1 461 cm3,110 CP,Manuala,Fata,Euro 5,5 999,https://www.autovit.ro/autoturisme/anunt/renault-megane-ID7HEGzb.html
Opel,Corsa,2016,Masina de oras,236 000 km,5,5,Argint,Diesel,1 248 cm3,95 CP,Manuala,Fata,Euro 6,5 999,https://www.autovit.ro/autoturisme/anunt/opel-corsa-ver-1-3-cdti-ecoflex-start-stop-selection-ID7HBP1r.html
Peugeot,2008,2015,Combi,147 890 km,5,5,Gri,Benzina,1 199 cm3,82 CP,Manuala,Fata,Euro 6,6 999,https://www.autovit.ro/autoturisme/anunt/peugeot-2008-ver-1-2-l-puretech-allure-ID7Hllrq.html
BMW,X5,2017,SUV,197 000 km,5,5,Maro,Hibrid Plug-In,1 997 cm3,245 CP,Automata,4x4 (manual),Euro 6,26 499,https://www.autovit.ro/autoturisme/anunt/bmw-x5-ID7HpybV.html
Alfa Romeo,Stelvio,2021,SUV,198 000 km,5,5,Rosu,Diesel,2 143 cm3,190 CP,Automata,4x4 (automat),Euro 6,19 999,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-diesel-16v-at8-q4-super-ID7HiCRI.html
