make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,apple_carplay,android_auto,bluetooth,wireless_charging,navigation,internet,usb_port,head_up_display,ac,climatronic,climatronic_2zone,climatronic_3zone,climatronic_4zone,panoramic_roof,electric_sunroof,manual_sunroof,rear_glass_sunroof,upholstery_alcantara,upholstery_leather_mix,upholstery_leather,upholstery_fabric,electric_driver_seat,heated_driver_seat,heated_passenger_seat,ventilated_front_seats,ventilated_rear_seats,memory_seat,front_armrest,sport_steering_wheel,paddle_shifters,keyless_entry,keyless_go,heated_windshield,air_suspension,sport_suspension,predictive_acc,cruise_control,adaptive_cruise,bi_xenon,laser_lights,led_lights,xenon,dynamic_lights,follow_me_home,front_park_sensors,rear_park_sensors,park_assist,auto_park,camera_360,rear_camera,folding_mirrors,blind_spot,lane_assist,distance_control,autonomous_driving,isofix,url
Renault,Austral,2023,SUV,57 492 km,5,5,Alb,Benzina,1 332 cm3,158 CP,Automata,Fata,Euro 6,24187.9,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-austral-ver-mild-hybrid-160-automatik-techno-ID7HMUzH.html
Land Rover,Discovery Sport,2019,SUV,188 008 km,5,,Alte culori,Diesel,1 999 cm3,150 CP,Automata,,,13990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/land-rover-discovery-sport-ID7HO1mP.html
Volkswagen,Touareg,2017,SUV,182 000 km,5,5,Negru,Diesel,2 967 cm3,262 CP,Automata,4x4 (manual),Euro 6b,16950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ver-3-0-v6-tdi-scr-blue-motion-dpf-automatik-exclusive-ID7HO1oB.html
Renault,ZOE,2023,Masina de oras,34 067 km,5,5,Alb,Electric,,135 CP,Automata,Fata,,18392,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-zoe-ver-50-r135-iconic-ID7Hzfcj.html
Volkswagen,Tiguan,2017,SUV,171 000 km,5,5,Gri,Diesel,1 968 cm3,240 CP,Automata,4x4 (automat),Euro 6,17990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-2-0-tdi-4mot-dsg-highline-ID7HIJhQ.html
Dodge,RAM,2012,SUV,296 078 km,5,,Gri,Benzina + GPL,5 700 cm3,400 CP,Automata,,,17490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/dodge-ram-ID7HO1mj.html
Volkswagen,Polo,2017,Masina de oras,123 000 km,5,5,Alb,Diesel,1 422 cm3,75 CP,Manuala,Fata,,6700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-ver-1-4-tdi-comfortline-ID7HO1nU.html
Renault,Talisman,2017,Sedan,170 000 km,4,5,Negru,Diesel,1 598 cm3,160 CP,Automata,Fata,Euro 6,12990,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-talisman-ver-energy-dci-edc-intens-ID7HMTD3.html
Dacia,Duster,2022,SUV,60 209 km,5,5,Gri,Diesel,1 461 cm3,115 CP,Manuala,Fata,Euro 6,15589.99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-blue-dci-115-comfort-ID7HMTGR.html
BMW,Seria 3,1996,Sedan,172 500 km,5,,Argint,Benzina,1 800 cm3,130 CP,Automata,,,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HMQwg.html
Audi,A6,2020,Monovolum,59 456 km,5,,Gri,Hibrid,1 968 cm3,204 CP,Automata,Fata,,27999,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-40-tdi-s-tronic-ID7HMTJt.html
Land Rover,Range Rover Sport,2025,SUV,800 km,5,,Rosu,Benzina,4 395 cm3,635 CP,Automata,4x4 (automat),,190884.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-sport-ID7HLOIO.html
Cupra,Formentor,2023,SUV,33 920 km,5,5,Alb,Benzina,1 498 cm3,150 CP,Automata,Fata,,25989.59,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/cupra-formentor-ver-1-5-tsi-dsg7-ID7HK17v.html
Kia,XCeed,2021,SUV,56 499 km,5,5,Alb,Hibrid Plug-In,1 580 cm3,141 CP,Automata,Fata,Euro 6d,18700.01,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/kia-xceed-ver-1-6-gdi-6dct-phev-vision-ID7HKpqm.html
Dacia,Duster,2022,SUV,141 000 km,5,5,Alb,Diesel,1 461 cm3,115 CP,Manuala,4x4 (manual),Euro 6,14459.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-1-5-blue-dci-4wd-comfort-ID7HK0HD.html
Mercedes-Benz,GLA,2022,SUV,80 350 km,5,5,Gri,Benzina,1 991 cm3,421 CP,Automata,4x4 (automat),,40489.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gla-ver-amg-45-s-4maticplus-aut-ID7HHDx5.html
Toyota,RAV4,2020,SUV,73 000 km,5,5,Albastru,Hibrid,2 487 cm3,222 CP,Automata,4x4 (automat),Euro 6,29750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/toyota-rav-4-ver-2-5-vvt-ie-4x4-dynamic-ID7HLVlv.html
Ford,Focus,2020,Sedan,76 350 km,5,,Alb,Diesel,1 499 cm3,120 CP,Manuala,Fata,,12449.69,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/ford-focus-ID7HILN7.html
Volvo,XC 40,2019,SUV,107 850 km,5,5,Gri,Diesel,1 969 cm3,149 CP,Automata,4x4 (automat),Euro 6,18299,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-d3-awd-geartronic-momentum-ID7HMW2v.html
Fiat,500,2014,Masina mica,180 824 km,2,,Albastru,Benzina,875 cm3,105 CP,Manuala,Fata,,5490,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/fiat-500-ver-0-9-8v-twinair-turbo-start-stopp-ID7HHDNK.html
Ford,Puma,2025,SUV,4 700 km,5,,Galben/Auriu,Electric,,168 CP,Automata,Fata,Euro 6,24990.13,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ford-puma-ver-43-kwh-amplified-self-ID7HAluA.html
Volvo,XC 60,2019,SUV,235 139 km,5,,Albastru,Diesel,1 969 cm3,190 CP,Automata,4x4 (manual),,20490,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volvo-xc-60-ver-d4-awd-geartronic-inscription-ID7HLOeS.html
Opel,Corsa,2011,Masina de oras,172 000 km,5,5,Argint,Benzina,1 229 cm3,70 CP,Manuala,Fata,Euro 5,3799,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/opel-corsa-ver-1-2-16v-ecoflex-active-ID7HLNyJ.html
Volvo,XC 40,2021,SUV,121 700 km,5,,Rosu,Hibrid Plug-In,1 477 cm3,211 CP,Automata,Fata,,19990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ID7HO1ra.html
Peugeot,508,2021,Sedan,197 600 km,5,5,Albastru,Diesel,1 499 cm3,130 CP,Manuala,Fata,Euro 6,11490.16,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/peugeot-508-ver-bluehdi-130-allure-ID7HO1r1.html
Ford,Mustang,2022,Cabrio,96 850 km,2,,Alb,Benzina,2 261 cm3,315 CP,Automata,Spate,,23799,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ford-mustang-ver-cabrio-2-3-eco-boost-ID7HK0GL.html
BMW,X5,2021,SUV,91 072 km,5,5,Albastru,Diesel,2 993 cm3,286 CP,Automata,4x4 (automat),Euro 6,44489.99,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-x5-ID7HHDNq.html
Volvo,XC 40,2022,SUV,155 800 km,5,5,Gri,Benzina,1 477 cm3,163 CP,Automata,Fata,Euro 6,21800,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-t3-at8-momentum-pro-ID7HLNt3.html
Volvo,XC 40,2020,SUV,171 000 km,5,5,Albastru,Hibrid Plug-In,1 477 cm3,262 CP,Automata,Fata,Euro 6,22500,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-t5-recharge-dkg-inscription-ID7HLTZ9.html
Mercedes-Benz,C,2016,Coupe,176 000 km,4,,Negru,Benzina,1 595 cm3,156 CP,Automata,Spate,,17749.49,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-ver-180-9g-tronic-amg-line-ID7HO1rE.html
Ford,Kuga,2022,SUV,80 000 km,5,5,Rosu,Hibrid Plug-In,2 488 cm3,225 CP,Automata,Fata,Euro 6d-Temp,17750,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ford-kuga-ver-2-5-duratec-phev-titanium-x-ID7HO1qS.html
BMW,X1,2011,SUV,240 090 km,5,5,Negru,Diesel,1 995 cm3,204 CP,Automata,4x4 (manual),,6490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-x1-ID7HILhI.html
DS Automobiles,DS 7 Crossback,2022,SUV,175 000 km,5,5,Alb,Hibrid Plug-In,1 598 cm3,225 CP,Automata,Fata,Euro 6,18500,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ds-automobiles-dsa-ds7-crossback-ver-1-6-phev-fwd-225-eat8-performance-line-plus-ID7HMUpj.html
Ford,Focus,2022,Compacta,87 040 km,5,5,Gri,Diesel,1 499 cm3,120 CP,Manuala,Fata,Euro 6,11990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-5-ecoblue-trend-edition-ID7HMTDe.html
Kia,Sportage,2018,SUV,99 850 km,5,5,Argint,Benzina,1 591 cm3,177 CP,Automata,4x4 (automat),Euro 6,17899.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/kia-sportage-ver-1-6-t-gdi-7dct-4x4-gt-line-ID7HMTRv.html
Land Rover,Range Rover Evoque,2025,SUV,1 000 km,5,,Alb,Diesel,1 999 cm3,163 CP,Automata,4x4 (automat),,49958.48,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-evoque-ver-2-0-d165-mhev-s-ID7HLOBP.html
Aston Martin,DBX,2023,SUV,40 371 km,5,,Verde,Benzina,3 982 cm3,707 CP,Automata,4x4 (automat),,163000.19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/aston-martin-dbx-ID7HIMCd.html
Opel,Astra,2016,Masina de oras,156 000 km,4,5,Gri,Diesel,1 598 cm3,136 CP,Manuala,Fata,Euro 6,6800,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/opel-astra-ver-1-6-d-cdti-dpf-ecoflex-start-stop-edition-ID7HM9Q8.html
Land Rover,Discovery Sport,2023,SUV,29 640 km,5,5,Albastru,Diesel,1 998 cm3,163 CP,Automata,4x4 (manual),Euro 6,30490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/land-rover-discovery-sport-ID7HxAWA.html
Mercedes-Benz,GLB,2021,SUV,108 600 km,5,7,Negru,Diesel,1 950 cm3,150 CP,Automata,4x4 (automat),Euro 6,27999.4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glb-ver-200-d-4matic-aut-ID7HK14O.html
MG,EHS,2021,SUV,64 000 km,5,5,Negru,Hibrid Plug-In,1 490 cm3,257 CP,Automata,Fata,Euro 6,20933,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mg-ehs-ID7HLNDm.html
Audi,A6,2021,Sedan,126 353 km,4,5,Gri,Benzina,1 984 cm3,265 CP,Automata,4x4 (automat),Euro 6,23989.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-45-tfsi-quattro-s-tronic-ID7HIOje.html
Volkswagen,Golf,2021,Combi,78 376 km,5,5,Gri,Diesel,1 968 cm3,115 CP,Automata,Fata,Euro 6,16689.99,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ID7HK19x.html
Renault,Megane,2021,Combi,131 700 km,5,5,Argint,Diesel,1 461 cm3,116 CP,Manuala,Fata,Euro 6d,12342,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-megane-ID7HMPpL.html
BMW,Seria 3,2022,Sedan,67 239 km,4,5,Gri,Hibrid Plug-In,1 998 cm3,204 CP,Automata,Spate,Euro 6,28489.99,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320e-aut-ID7HMTMz.html
BMW,M4,2025,Coupe,12 000 km,2,,Gri,Benzina,2 993 cm3,530 CP,Automata,4x4 (automat),Euro 6,99900,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-bmw-m4-ID7HK0J5.html
Dacia,Dokker,2017,Monovolum,310 000 km,5,2,Alb,Benzina + GPL,1 598 cm3,102 CP,Manuala,Fata,Euro 6,4490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/dacia-dokker-ver-1-6-102-cp-laureate-ID7HMUox.html
Volkswagen,Touareg,2018,SUV,192 000 km,5,,Negru,Diesel,2 967 cm3,286 CP,Automata,4x4 (automat),,38000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ver-v6-tdi-elegance-ID7HO1le.html
Peugeot,3008,2017,SUV,162 000 km,5,6,Gri,Benzina,1 199 cm3,130 CP,Automata,Fata,Euro 6,12500,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ver-1-2-puretech-turbo-s-s-eat6-gt-line-ID7HMTJp.html
BMW,X4,2019,Coupe,68 607 km,5,,Gri,Benzina,2 998 cm3,354 CP,Automata,4x4 (automat),Euro 6,42879.98,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/bmw-x4-ID7HE5bd.html
Volkswagen,Tiguan,2020,SUV,118 819 km,5,,Alb,Diesel,1 968 cm3,150 CP,Automata,4x4 (automat),,19490,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-2-0-tdi-4mot-dsg-trendline-ID7HEQoX.html
Dacia,Logan,2019,Sedan,81 797 km,4,5,Alb,Benzina,898 cm3,90 CP,Manuala,Fata,Euro 6,7590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ver-0-9-tce-laureate-ID7HMTJN.html
Mercedes-Benz,GLC Coupe,2019,SUV,108 000 km,5,5,Gri,Diesel,1 950 cm3,163 CP,Automata,4x4 (automat),Euro 6,39930,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-coupe-ver-200-d-4matic-9g-tronic-amg-line-ID7HLTT4.html
Mercedes-Benz,CLA 200,2017,Coupe,115 000 km,4,5,Gri,Benzina,1 595 cm3,156 CP,Manuala,Fata,Euro 6,18000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cla-200-ver-200-ID7HMbfo.html
Land Rover,Range Rover Velar,2020,SUV,95 350 km,5,5,Gri,Diesel,1 999 cm3,240 CP,Automata,4x4 (automat),Euro 6,29403,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-velar-ver-2-0-r-dynamic-hse-ID7HEujS.html
Land Rover,Range Rover Evoque,2025,SUV,600 km,5,5,Gri,Diesel,1 999 cm3,204 CP,Automata,4x4 (automat),,58767.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-evoque-ver-2-0-d200-mhev-dynamic-se-ID7HMTHs.html
Ford,Fiesta,2022,Masina de oras,69 091 km,5,5,Gri,Benzina,999 cm3,100 CP,Manuala,Fata,Euro 6,9990,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-ver-1-0-ecoboost-trend-connected-ID7HMTGr.html
